date,family,sales,onpromotion,oil_price,is_holiday,holiday_type,total_transactions,year,month,day,day_of_week,day_name,week_of_year,quarter,is_weekend,is_month_start,is_month_end,day_of_year
2013-02-08,BEVERAGES,62111.0,0,95.71,0,None,79726.0,2013,2,8,4,Friday,6,1,0,0,0,39
2013-02-09,BEVERAGES,67626.0,0,96.14333333333333,0,None,90342.0,2013,2,9,5,Saturday,6,1,1,0,0,40
2013-02-10,BEVERAGES,52689.0,0,96.57666666666667,0,None,69963.0,2013,2,10,6,Sunday,6,1,1,0,0,41
2013-02-11,BEVERAGES,47522.0,0,97.01,1,Holiday,67222.0,2013,2,11,0,Monday,7,1,0,0,0,42
2013-02-12,BEVERAGES,47483.0,0,97.48,1,Holiday,71808.0,2013,2,12,1,Tuesday,7,1,0,0,0,43
2013-02-13,BEVERAGES,46575.0,0,97.03,0,None,80098.0,2013,2,13,2,Wednesday,7,1,0,0,0,44
2013-02-14,BEVERAGES,41366.0,0,97.3,0,None,88681.0,2013,2,14,3,Thursday,7,1,0,0,0,45
2013-02-15,BEVERAGES,51659.0,0,95.95,0,None,75789.0,2013,2,15,4,Friday,7,1,0,0,0,46
2013-02-16,BEVERAGES,81385.0,0,96.135,0,None,92816.0,2013,2,16,5,Saturday,7,1,1,0,0,47
2013-02-17,BEVERAGES,66902.0,0,96.32,0,None,77449.0,2013,2,17,6,Sunday,7,1,1,0,0,48
2013-02-18,BEVERAGES,51503.0,0,96.505,0,None,76437.0,2013,2,18,0,Monday,8,1,0,0,0,49
2013-02-19,BEVERAGES,43284.0,0,96.69,0,None,70645.0,2013,2,19,1,Tuesday,8,1,0,0,0,50
2013-02-20,BEVERAGES,47312.0,0,94.92,0,None,73812.0,2013,2,20,2,Wednesday,8,1,0,0,0,51
2013-02-21,BEVERAGES,41292.0,0,92.79,0,None,68246.0,2013,2,21,3,Thursday,8,1,0,0,0,52
2013-02-22,BEVERAGES,46619.0,0,93.12,0,None,70914.0,2013,2,22,4,Friday,8,1,0,0,0,53
2013-02-23,BEVERAGES,69259.0,0,92.99333333333334,0,None,88390.0,2013,2,23,5,Saturday,8,1,1,0,0,54
2013-02-24,BEVERAGES,77335.0,0,92.86666666666666,0,None,84125.0,2013,2,24,6,Sunday,8,1,1,0,0,55
2013-02-25,BEVERAGES,48718.0,0,92.74,0,None,72167.0,2013,2,25,0,Monday,9,1,0,0,0,56
2013-02-26,BEVERAGES,41366.0,0,92.63,0,None,68706.0,2013,2,26,1,Tuesday,9,1,0,0,0,57
2013-02-27,BEVERAGES,44791.0,0,92.84,0,None,70170.0,2013,2,27,2,Wednesday,9,1,0,0,0,58
2013-02-28,BEVERAGES,42710.0,0,92.03,0,None,69818.0,2013,2,28,3,Thursday,9,1,0,0,1,59
2013-03-01,BEVERAGES,56760.0,0,90.71,0,None,79524.0,2013,3,1,4,Friday,9,1,0,1,0,60
2013-03-02,BEVERAGES,86736.0,0,90.51666666666667,0,None,98616.0,2013,3,2,5,Saturday,9,1,1,0,0,61
2013-03-03,BEVERAGES,87516.0,0,90.32333333333332,0,None,92716.0,2013,3,3,6,Sunday,9,1,1,0,0,62
2013-03-04,BEVERAGES,55912.0,0,90.13,0,None,79078.0,2013,3,4,0,Monday,10,1,0,0,0,63
2013-03-05,BEVERAGES,51642.0,0,90.88,0,None,75134.0,2013,3,5,1,Tuesday,10,1,0,0,0,64
2013-03-06,BEVERAGES,50242.0,0,90.47,0,None,76519.0,2013,3,6,2,Wednesday,10,1,0,0,0,65
2013-03-07,BEVERAGES,46922.0,0,91.53,0,None,73910.0,2013,3,7,3,Thursday,10,1,0,0,0,66
2013-03-08,BEVERAGES,51941.0,0,92.01,0,None,78231.0,2013,3,8,4,Friday,10,1,0,0,0,67
2013-03-09,BEVERAGES,78980.0,0,92.03,0,None,92462.0,2013,3,9,5,Saturday,10,1,1,0,0,68
2013-03-10,BEVERAGES,78363.0,0,92.05,0,None,86322.0,2013,3,10,6,Sunday,10,1,1,0,0,69
2013-03-11,BEVERAGES,50501.0,0,92.07,0,None,75161.0,2013,3,11,0,Monday,11,1,0,0,0,70
2013-03-12,BEVERAGES,42810.0,0,92.44,0,None,69346.0,2013,3,12,1,Tuesday,11,1,0,0,0,71
2013-03-13,BEVERAGES,45023.0,0,92.47,0,None,72010.0,2013,3,13,2,Wednesday,11,1,0,0,0,72
2013-03-14,BEVERAGES,39000.0,0,93.03,0,None,67393.0,2013,3,14,3,Thursday,11,1,0,0,0,73
2013-03-15,BEVERAGES,50897.0,0,93.49,0,None,75533.0,2013,3,15,4,Friday,11,1,0,0,0,74
2013-03-16,BEVERAGES,76480.0,0,93.56333333333333,0,None,91900.0,2013,3,16,5,Saturday,11,1,1,0,0,75
2013-03-17,BEVERAGES,82922.0,0,93.63666666666666,0,None,89346.0,2013,3,17,6,Sunday,11,1,1,0,0,76
2013-03-18,BEVERAGES,47279.0,0,93.71,0,None,74418.0,2013,3,18,0,Monday,12,1,0,0,0,77
2013-03-19,BEVERAGES,42741.0,0,92.44,0,None,71841.0,2013,3,19,1,Tuesday,12,1,0,0,0,78
2013-03-20,BEVERAGES,47078.0,0,93.21,0,None,74145.0,2013,3,20,2,Wednesday,12,1,0,0,0,79
2013-03-21,BEVERAGES,38349.0,0,92.46,0,None,69157.0,2013,3,21,3,Thursday,12,1,0,0,0,80
2013-03-22,BEVERAGES,50035.0,0,93.41,0,None,71990.0,2013,3,22,4,Friday,12,1,0,0,0,81
2013-03-23,BEVERAGES,75968.0,0,93.78999999999999,0,None,91923.0,2013,3,23,5,Saturday,12,1,1,0,0,82
2013-03-24,BEVERAGES,75445.0,0,94.17,0,None,83439.0,2013,3,24,6,Sunday,12,1,1,0,0,83
2013-03-25,BEVERAGES,49999.0,0,94.55,0,None,72992.0,2013,3,25,0,Monday,13,1,0,0,0,84
2013-03-26,BEVERAGES,42925.0,0,95.99,0,None,68469.0,2013,3,26,1,Tuesday,13,1,0,0,0,85
2013-03-27,BEVERAGES,48816.0,0,96.53,0,None,74049.0,2013,3,27,2,Wednesday,13,1,0,0,0,86
2013-03-28,BEVERAGES,55021.0,0,97.24,0,None,82104.0,2013,3,28,3,Thursday,13,1,0,0,0,87
2013-03-29,BEVERAGES,61859.0,0,97.205,0,None,77781.0,2013,3,29,4,Friday,13,1,0,0,0,88
2013-03-30,BEVERAGES,76877.0,0,97.16999999999999,0,None,90611.0,2013,3,30,5,Saturday,13,1,1,0,0,89
2013-03-31,BEVERAGES,77181.0,0,97.13499999999999,0,None,82563.0,2013,3,31,6,Sunday,13,1,1,0,1,90
2013-04-01,BEVERAGES,60003.0,0,97.1,0,None,81678.0,2013,4,1,0,Monday,14,2,0,1,0,91
2013-04-02,BEVERAGES,54001.0,0,97.23,0,None,77165.0,2013,4,2,1,Tuesday,14,2,0,0,0,92
2013-04-03,BEVERAGES,55428.0,0,95.02,0,None,78534.0,2013,4,3,2,Wednesday,14,2,0,0,0,93
2013-04-04,BEVERAGES,46133.0,0,93.26,0,None,72217.0,2013,4,4,3,Thursday,14,2,0,0,0,94
2013-04-05,BEVERAGES,54537.0,0,92.76,0,None,74928.0,2013,4,5,4,Friday,14,2,0,0,0,95
2013-04-06,BEVERAGES,85635.0,0,92.96000000000001,0,None,94844.0,2013,4,6,5,Saturday,14,2,1,0,0,96
2013-04-07,BEVERAGES,85682.0,0,93.16,0,None,89183.0,2013,4,7,6,Sunday,14,2,1,0,0,97
2013-04-08,BEVERAGES,52047.0,0,93.36,0,None,75161.0,2013,4,8,0,Monday,15,2,0,0,0,98
2013-04-09,BEVERAGES,47664.0,0,94.18,0,None,71416.0,2013,4,9,1,Tuesday,15,2,0,0,0,99
2013-04-10,BEVERAGES,49143.0,0,94.59,0,None,73989.0,2013,4,10,2,Wednesday,15,2,0,0,0,100
2013-04-11,BEVERAGES,47706.0,0,93.44,0,None,71907.0,2013,4,11,3,Thursday,15,2,0,0,0,101
2013-04-12,BEVERAGES,55103.0,0,91.23,0,None,75403.0,2013,4,12,4,Friday,15,2,0,0,0,102
2013-04-13,BEVERAGES,78856.0,0,90.40333333333334,0,None,92166.0,2013,4,13,5,Saturday,15,2,1,0,0,103
2013-04-14,BEVERAGES,81527.0,0,89.57666666666667,0,None,86803.0,2013,4,14,6,Sunday,15,2,1,0,0,104
2013-04-15,BEVERAGES,52278.0,0,88.75,0,None,76251.0,2013,4,15,0,Monday,16,2,0,0,0,105
2013-04-16,BEVERAGES,50665.0,0,88.73,0,None,74187.0,2013,4,16,1,Tuesday,16,2,0,0,0,106
2013-04-17,BEVERAGES,48816.0,0,86.65,0,None,74529.0,2013,4,17,2,Wednesday,16,2,0,0,0,107
2013-04-18,BEVERAGES,41733.0,0,87.83,0,None,68343.0,2013,4,18,3,Thursday,16,2,0,0,0,108
2013-04-19,BEVERAGES,51501.0,0,88.04,0,None,73119.0,2013,4,19,4,Friday,16,2,0,0,0,109
2013-04-20,BEVERAGES,76492.0,0,88.29666666666667,0,None,92014.0,2013,4,20,5,Saturday,16,2,1,0,0,110
2013-04-21,BEVERAGES,77845.0,0,88.55333333333334,0,None,87401.0,2013,4,21,6,Sunday,16,2,1,0,0,111
2013-04-22,BEVERAGES,47858.0,0,88.81,0,None,75157.0,2013,4,22,0,Monday,17,2,0,0,0,112
2013-04-23,BEVERAGES,43351.0,0,89.21,0,None,71657.0,2013,4,23,1,Tuesday,17,2,0,0,0,113
2013-04-24,BEVERAGES,47338.0,0,91.07,0,None,73003.0,2013,4,24,2,Wednesday,17,2,0,0,0,114
2013-04-25,BEVERAGES,42482.0,0,93.27,0,None,68917.0,2013,4,25,3,Thursday,17,2,0,0,0,115
2013-04-26,BEVERAGES,51952.0,0,92.63,0,None,72813.0,2013,4,26,4,Friday,17,2,0,0,0,116
2013-04-27,BEVERAGES,78796.0,0,93.11666666666666,0,None,89825.0,2013,4,27,5,Saturday,17,2,1,0,0,117
2013-04-28,BEVERAGES,83114.0,0,93.60333333333334,0,None,86773.0,2013,4,28,6,Sunday,17,2,1,0,0,118
2013-04-29,BEVERAGES,48706.0,0,94.09,1,Holiday,72009.0,2013,4,29,0,Monday,18,2,0,0,0,119
2013-04-30,BEVERAGES,46729.0,0,93.22,0,None,73513.0,2013,4,30,1,Tuesday,18,2,0,0,1,120
2013-05-01,BEVERAGES,75080.0,0,90.74,1,Holiday,90548.0,2013,5,1,2,Wednesday,18,2,0,1,0,121
2013-05-02,BEVERAGES,51235.0,0,93.7,0,None,73639.0,2013,5,2,3,Thursday,18,2,0,0,0,122
2013-05-03,BEVERAGES,56825.0,0,95.25,0,None,76685.0,2013,5,3,4,Friday,18,2,0,0,0,123
2013-05-04,BEVERAGES,82517.0,0,95.43333333333334,0,None,96689.0,2013,5,4,5,Saturday,18,2,1,0,0,124
2013-05-05,BEVERAGES,91697.0,0,95.61666666666666,0,None,95212.0,2013,5,5,6,Sunday,18,2,1,0,0,125
2013-05-06,BEVERAGES,53947.0,0,95.8,0,None,76383.0,2013,5,6,0,Monday,19,2,0,0,0,126
2013-05-07,BEVERAGES,45921.0,0,95.28,0,None,72563.0,2013,5,7,1,Tuesday,19,2,0,0,0,127
2013-05-08,BEVERAGES,48987.0,0,96.24,0,None,74802.0,2013,5,8,2,Wednesday,19,2,0,0,0,128
2013-05-09,BEVERAGES,44287.0,0,96.09,0,None,75025.0,2013,5,9,3,Thursday,19,2,0,0,0,129
2013-05-10,BEVERAGES,51200.0,0,95.81,0,None,80282.0,2013,5,10,4,Friday,19,2,0,0,0,130
2013-05-11,BEVERAGES,86983.0,0,95.46000000000001,1,Additional,111484.0,2013,5,11,5,Saturday,19,2,1,0,0,131
2013-05-12,BEVERAGES,69816.0,0,95.11,1,Event,89790.0,2013,5,12,6,Sunday,19,2,1,0,0,132
2013-05-13,BEVERAGES,58821.0,0,94.76,0,None,75625.0,2013,5,13,0,Monday,20,2,0,0,0,133
2013-05-14,BEVERAGES,48364.0,0,93.96,0,None,71589.0,2013,5,14,1,Tuesday,20,2,0,0,0,134
2013-05-15,BEVERAGES,49711.0,0,93.95,0,None,74401.0,2013,5,15,2,Wednesday,20,2,0,0,0,135
2013-05-16,BEVERAGES,46763.0,0,94.85,0,None,71287.0,2013,5,16,3,Thursday,20,2,0,0,0,136
2013-05-17,BEVERAGES,54176.0,0,95.72,0,None,74705.0,2013,5,17,4,Friday,20,2,0,0,0,137
2013-05-18,BEVERAGES,83246.0,0,95.91,0,None,91973.0,2013,5,18,5,Saturday,20,2,1,0,0,138
2013-05-19,BEVERAGES,89043.0,0,96.10000000000001,0,None,89031.0,2013,5,19,6,Sunday,20,2,1,0,0,139
2013-05-20,BEVERAGES,51120.0,0,96.29,0,None,74613.0,2013,5,20,0,Monday,21,2,0,0,0,140
2013-05-21,BEVERAGES,42483.0,0,95.55,0,None,70601.0,2013,5,21,1,Tuesday,21,2,0,0,0,141
2013-05-22,BEVERAGES,47331.0,0,93.98,0,None,71763.0,2013,5,22,2,Wednesday,21,2,0,0,0,142
2013-05-23,BEVERAGES,47751.0,0,94.12,0,None,70843.0,2013,5,23,3,Thursday,21,2,0,0,0,143
2013-05-24,BEVERAGES,64927.0,0,93.84,1,Holiday,78945.0,2013,5,24,4,Friday,21,2,0,0,0,144
2013-05-25,BEVERAGES,69931.0,0,94.0425,0,None,85230.0,2013,5,25,5,Saturday,21,2,1,0,0,145
2013-05-26,BEVERAGES,72833.0,0,94.245,0,None,81869.0,2013,5,26,6,Sunday,21,2,1,0,0,146
2013-05-27,BEVERAGES,50146.0,0,94.4475,0,None,72144.0,2013,5,27,0,Monday,22,2,0,0,0,147
2013-05-28,BEVERAGES,44066.0,0,94.65,0,None,71801.0,2013,5,28,1,Tuesday,22,2,0,0,0,148
2013-05-29,BEVERAGES,47215.0,0,93.13,0,None,73970.0,2013,5,29,2,Wednesday,22,2,0,0,0,149
2013-05-30,BEVERAGES,48103.0,0,93.57,0,None,77052.0,2013,5,30,3,Thursday,22,2,0,0,0,150
2013-05-31,BEVERAGES,49598.0,0,91.93,0,None,76921.0,2013,5,31,4,Friday,22,2,0,0,1,151
2013-06-01,BEVERAGES,86125.0,0,92.42333333333333,0,None,101740.0,2013,6,1,5,Saturday,22,2,1,1,0,152
2013-06-02,BEVERAGES,99473.0,0,92.91666666666667,0,None,98018.0,2013,6,2,6,Sunday,22,2,1,0,0,153
2013-06-03,BEVERAGES,60558.0,0,93.41,0,None,80648.0,2013,6,3,0,Monday,23,2,0,0,0,154
2013-06-04,BEVERAGES,52366.0,0,93.36,0,None,76213.0,2013,6,4,1,Tuesday,23,2,0,0,0,155
2013-06-05,BEVERAGES,50992.0,0,93.66,0,None,77605.0,2013,6,5,2,Wednesday,23,2,0,0,0,156
2013-06-06,BEVERAGES,44398.0,0,94.71,0,None,72282.0,2013,6,6,3,Thursday,23,2,0,0,0,157
2013-06-07,BEVERAGES,56405.0,0,96.11,0,None,79014.0,2013,6,7,4,Friday,23,2,0,0,0,158
2013-06-08,BEVERAGES,74530.0,0,96.01333333333334,0,None,89783.0,2013,6,8,5,Saturday,23,2,1,0,0,159
2013-06-09,BEVERAGES,86963.0,0,95.91666666666666,0,None,89751.0,2013,6,9,6,Sunday,23,2,1,0,0,160
2013-06-10,BEVERAGES,54805.0,0,95.82,0,None,74546.0,2013,6,10,0,Monday,24,2,0,0,0,161
2013-06-11,BEVERAGES,42173.0,0,95.5,0,None,68636.0,2013,6,11,1,Tuesday,24,2,0,0,0,162
2013-06-12,BEVERAGES,49476.0,0,95.98,0,None,73386.0,2013,6,12,2,Wednesday,24,2,0,0,0,163
2013-06-13,BEVERAGES,46522.0,0,96.66,0,None,69703.0,2013,6,13,3,Thursday,24,2,0,0,0,164
2013-06-14,BEVERAGES,50898.0,0,97.83,0,None,76434.0,2013,6,14,4,Friday,24,2,0,0,0,165
2013-06-15,BEVERAGES,84062.0,0,97.84,0,None,102541.0,2013,6,15,5,Saturday,24,2,1,0,0,166
2013-06-16,BEVERAGES,75603.0,0,97.85,0,None,87839.0,2013,6,16,6,Sunday,24,2,1,0,0,167
2013-06-17,BEVERAGES,59394.0,0,97.86,0,None,76236.0,2013,6,17,0,Monday,25,2,0,0,0,168
2013-06-18,BEVERAGES,48662.0,0,98.46,0,None,73179.0,2013,6,18,1,Tuesday,25,2,0,0,0,169
2013-06-19,BEVERAGES,48518.0,0,98.24,0,None,68613.0,2013,6,19,2,Wednesday,25,2,0,0,0,170
2013-06-20,BEVERAGES,44751.0,0,94.89,0,None,69984.0,2013,6,20,3,Thursday,25,2,0,0,0,171
2013-06-21,BEVERAGES,50770.0,0,93.81,0,None,73717.0,2013,6,21,4,Friday,25,2,0,0,0,172
2013-06-22,BEVERAGES,77716.0,0,94.23,0,None,88681.0,2013,6,22,5,Saturday,25,2,1,0,0,173
2013-06-23,BEVERAGES,86616.0,0,94.64999999999999,0,None,86152.0,2013,6,23,6,Sunday,25,2,1,0,0,174
2013-06-24,BEVERAGES,51104.0,0,95.07,0,None,73403.0,2013,6,24,0,Monday,26,2,0,0,0,175
2013-06-25,BEVERAGES,46937.0,0,95.25,0,None,70549.0,2013,6,25,1,Tuesday,26,2,0,0,0,176
2013-06-26,BEVERAGES,44572.0,0,95.47,0,None,71009.0,2013,6,26,2,Wednesday,26,2,0,0,0,177
2013-06-27,BEVERAGES,41123.0,0,97.0,0,None,67340.0,2013,6,27,3,Thursday,26,2,0,0,0,178
2013-06-28,BEVERAGES,50383.0,0,96.36,0,None,74172.0,2013,6,28,4,Friday,26,2,0,0,0,179
2013-06-29,BEVERAGES,81171.0,0,96.88666666666667,0,None,93531.0,2013,6,29,5,Saturday,26,2,1,0,0,180
2013-06-30,BEVERAGES,82040.0,0,97.41333333333333,0,None,87501.0,2013,6,30,6,Sunday,26,2,1,0,1,181
2013-07-01,BEVERAGES,59242.0,0,97.94,0,None,81850.0,2013,7,1,0,Monday,27,3,0,1,0,182
2013-07-02,BEVERAGES,51657.0,0,99.65,0,None,79187.0,2013,7,2,1,Tuesday,27,3,0,0,0,183
2013-07-03,BEVERAGES,48573.0,0,101.92,0,None,78437.0,2013,7,3,2,Wednesday,27,3,0,0,0,184
2013-07-04,BEVERAGES,45862.0,0,102.505,0,None,75664.0,2013,7,4,3,Thursday,27,3,0,0,0,185
2013-07-05,BEVERAGES,50122.0,0,103.09,0,None,77710.0,2013,7,5,4,Friday,27,3,0,0,0,186
2013-07-06,BEVERAGES,73381.0,0,103.07000000000001,0,None,92132.0,2013,7,6,5,Saturday,27,3,1,0,0,187
2013-07-07,BEVERAGES,74622.0,0,103.05,0,None,87219.0,2013,7,7,6,Sunday,27,3,1,0,0,188
2013-07-08,BEVERAGES,49749.0,0,103.03,0,None,77464.0,2013,7,8,0,Monday,28,3,0,0,0,189
2013-07-09,BEVERAGES,44552.0,0,103.46,0,None,73041.0,2013,7,9,1,Tuesday,28,3,0,0,0,190
2013-07-10,BEVERAGES,43514.0,0,106.41,0,None,73319.0,2013,7,10,2,Wednesday,28,3,0,0,0,191
2013-07-11,BEVERAGES,41232.0,0,104.77,0,None,68662.0,2013,7,11,3,Thursday,28,3,0,0,0,192
2013-07-12,BEVERAGES,45887.0,0,105.85,0,None,73261.0,2013,7,12,4,Friday,28,3,0,0,0,193
2013-07-13,BEVERAGES,70748.0,0,105.96666666666667,0,None,88063.0,2013,7,13,5,Saturday,28,3,1,0,0,194
2013-07-14,BEVERAGES,69213.0,0,106.08333333333333,0,None,81622.0,2013,7,14,6,Sunday,28,3,1,0,0,195
2013-07-15,BEVERAGES,49598.0,0,106.2,0,None,76717.0,2013,7,15,0,Monday,29,3,0,0,0,196
2013-07-16,BEVERAGES,46321.0,0,105.88,0,None,75755.0,2013,7,16,1,Tuesday,29,3,0,0,0,197
2013-07-17,BEVERAGES,45976.0,0,106.39,0,None,73859.0,2013,7,17,2,Wednesday,29,3,0,0,0,198
2013-07-18,BEVERAGES,42989.0,0,107.94,0,None,69399.0,2013,7,18,3,Thursday,29,3,0,0,0,199
2013-07-19,BEVERAGES,48246.0,0,108.0,0,None,73231.0,2013,7,19,4,Friday,29,3,0,0,0,200
2013-07-20,BEVERAGES,71138.0,0,107.53666666666666,0,None,87653.0,2013,7,20,5,Saturday,29,3,1,0,0,201
2013-07-21,BEVERAGES,69215.0,0,107.07333333333334,0,None,80799.0,2013,7,21,6,Sunday,29,3,1,0,0,202
2013-07-22,BEVERAGES,48706.0,0,106.61,0,None,75771.0,2013,7,22,0,Monday,30,3,0,0,0,203
2013-07-23,BEVERAGES,44403.0,0,107.13,0,None,73650.0,2013,7,23,1,Tuesday,30,3,0,0,0,204
2013-07-24,BEVERAGES,44631.0,0,105.41,0,None,72876.0,2013,7,24,2,Wednesday,30,3,0,0,0,205
2013-07-25,BEVERAGES,45525.0,0,105.47,0,None,70760.0,2013,7,25,3,Thursday,30,3,0,0,0,206
2013-07-26,BEVERAGES,52763.0,0,104.76,0,None,74270.0,2013,7,26,4,Friday,30,3,0,0,0,207
2013-07-27,BEVERAGES,71689.0,0,104.71000000000001,0,None,86632.0,2013,7,27,5,Saturday,30,3,1,0,0,208
2013-07-28,BEVERAGES,70958.0,0,104.66,0,None,79729.0,2013,7,28,6,Sunday,30,3,1,0,0,209
2013-07-29,BEVERAGES,48547.0,0,104.61,0,None,72911.0,2013,7,29,0,Monday,31,3,0,0,0,210
2013-07-30,BEVERAGES,45568.0,0,103.14,0,None,72512.0,2013,7,30,1,Tuesday,31,3,0,0,0,211
2013-07-31,BEVERAGES,49838.0,0,105.1,0,None,77813.0,2013,7,31,2,Wednesday,31,3,0,0,1,212
2013-08-01,BEVERAGES,58832.0,0,107.93,0,None,78740.0,2013,8,1,3,Thursday,31,3,0,1,0,213
2013-08-02,BEVERAGES,58105.0,0,106.94,0,None,79127.0,2013,8,2,4,Friday,31,3,0,0,0,214
2013-08-03,BEVERAGES,76600.0,0,106.83,0,None,93926.0,2013,8,3,5,Saturday,31,3,1,0,0,215
2013-08-04,BEVERAGES,78674.0,0,106.72,0,None,86805.0,2013,8,4,6,Sunday,31,3,1,0,0,216
2013-08-05,BEVERAGES,55964.0,0,106.61,0,None,82080.0,2013,8,5,0,Monday,32,3,0,0,0,217
2013-08-06,BEVERAGES,48861.0,0,105.32,0,None,77927.0,2013,8,6,1,Tuesday,32,3,0,0,0,218
2013-08-07,BEVERAGES,51750.0,0,104.41,0,None,77426.0,2013,8,7,2,Wednesday,32,3,0,0,0,219
2013-08-08,BEVERAGES,45223.0,0,103.45,0,None,72592.0,2013,8,8,3,Thursday,32,3,0,0,0,220
2013-08-09,BEVERAGES,56994.0,0,106.04,0,None,77361.0,2013,8,9,4,Friday,32,3,0,0,0,221
2013-08-10,BEVERAGES,72429.0,0,106.09,1,Holiday,85444.0,2013,8,10,5,Saturday,32,3,1,0,0,222
2013-08-11,BEVERAGES,71491.0,0,106.14,0,None,80268.0,2013,8,11,6,Sunday,32,3,1,0,0,223
